horaInicioViajeCarga;tiempoViajeCarga;horaLlegadaViajeCarga;horaInicioCarga;tiempoCarga;horaFinCarga;horaInicioViajeDescarga;tiempoViajeDescarga;horaLlegadaViajeDescarga;horaInicioDescarga;tiempoDescarga;horaFinDescarga;pointNameSupplyActivityProposed;pointNameSupplyActivityRequired;pointNameSupplyActivityTransportation;ayudaRequerida;ayudaTransportada;tiempoDuraciónConversacion (ms);cantidadNegociacionesTotal
numeroNegociaciones;tiempoMinimoProcesamiento;tiempoMaximoProcesamiento;tiempoPromedioProcesamiento;tiempoTotal
0;0;0;0;0
